"index","label","fileName","relativePath","kind","width","height","brightness","saturation","edge","sizeMB"
"501","501 H-0331","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0331.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0331.jpg","highlight-export","3600","2400","108.81","0","40.86","2.172"
"502","502 H-0332","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0332.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0332.jpg","highlight-export","3600","2400","68.1","92.04","33.57","2.107"
"503","503 H-0333","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0333.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0333.jpg","highlight-export","3600","2403","55.74","0","20.85","3.108"
"504","504 H-0335","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0335.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0335.jpg","highlight-export","3600","2403","36.19","43.35","21.6","2.158"
"505","505 H-0336","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0336.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0336.jpg","highlight-export","3600","2403","30.58","37.86","17.06","1.941"
"506","506 H-0337","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0337.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0337.jpg","highlight-export","2400","3600","113.36","29.41","25.57","1.022"
"507","507 H-0338","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0338.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0338.jpg","highlight-export","3600","2403","104.88","61.08","28.55","1.994"
"508","508 H-0339","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0339.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0339.jpg","highlight-export","3600","2403","68.72","0","34.21","2.045"
"509","509 H-0340","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0340.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0340.jpg","highlight-export","3600","2400","96.88","37.45","26.96","1.2"
"510","510 H-0342","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0342.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0342.jpg","highlight-export","3600","2403","53.3","39.44","25.21","1.407"
"511","511 H-0344","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0344.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0344.jpg","highlight-export","3600","2400","81.09","40.01","32.1","1.498"
"512","512 H-0345","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0345.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0345.jpg","highlight-export","3600","2400","80.74","42.68","31.18","1.363"
"513","513 H-0346","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0346.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0346.jpg","highlight-export","3600","2403","56.97","40.76","26.23","1.434"
"514","514 H-0347","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0347.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0347.jpg","highlight-export","3600","2403","52.1","40.75","23.99","1.427"
"515","515 H-0348","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0348.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0348.jpg","highlight-export","3600","2403","36.05","21.92","18.62","1.301"
"516","516 H-0349","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0349.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0349.jpg","highlight-export","3600","2403","42.46","37.55","24.51","1.388"
"517","517 H-0350","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0350.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0350.jpg","highlight-export","3600","2403","49.57","36.19","17.54","1.642"
"518","518 H-0351","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0351.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0351.jpg","highlight-export","3600","2403","57.34","40.86","18.32","1.712"
"519","519 H-0352","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0352.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0352.jpg","highlight-export","3600","2403","44.61","34.31","18.48","1.656"
"520","520 H-0353","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0353.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0353.jpg","highlight-export","3600","2403","49.68","30.91","18.93","1.683"
"521","521 H-0355","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0355.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0355.jpg","highlight-export","3600","2403","103.5","39.63","25.03","1.62"
"522","522 H-0356","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0356.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0356.jpg","highlight-export","3600","2403","106.15","53.85","22.9","1.575"
"523","523 H-0357","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0357.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0357.jpg","highlight-export","3600","2403","86.7","28.33","20.72","1.429"
"524","524 H-0359","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0359.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0359.jpg","highlight-export","3600","2403","22.82","28.58","15.62","1.415"
"525","525 H-0360","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0360.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0360.jpg","highlight-export","3600","2700","37.92","0","14.92","1.424"
"526","526 H-0361","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0361.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0361.jpg","highlight-export","3600","2403","55.01","57.75","24.53","2.111"
"527","527 H-0362","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0362.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0362.jpg","highlight-export","3600","2403","61.85","69.61","24.14","2.321"
"528","528 H-0364","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0364.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0364.jpg","highlight-export","3600","2400","47.51","32.15","18.66","1.366"
"529","529 H-0365","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0365.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0365.jpg","highlight-export","3600","2400","121.03","77.97","33.29","2.356"
"530","530 H-0366","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0366.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0366.jpg","highlight-export","3600","2403","39.18","0","17.49","1.268"
"531","531 H-0367","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0367.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0367.jpg","highlight-export","2400","3600","114.6","91.83","28.09","1.791"
"532","532 H-0368","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0368.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0368.jpg","highlight-export","2403","3600","79.4","47.02","21.41","1.678"
"533","533 H-0369","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0369.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0369.jpg","highlight-export","2403","3600","89.32","46.53","18.7","1.494"
"534","534 H-0370","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0370.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0370.jpg","highlight-export","2403","3600","56.69","49.13","19.18","1.77"
"535","535 H-0371","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0371.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0371.jpg","highlight-export","3600","2403","88.2","70.65","35.09","2.101"
"536","536 H-0372","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0372.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0372.jpg","highlight-export","3600","2403","85.46","51.94","31.94","1.903"
"537","537 H-0373","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0373.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0373.jpg","highlight-export","3600","2400","16.48","15.71","8.34","0.833"
"538","538 H-0374","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0374.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0374.jpg","highlight-export","2400","3600","143.56","0","24.05","0.745"
"539","539 H-0376","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0376.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0376.jpg","highlight-export","3600","2403","68.5","45.41","27.79","1.965"
"540","540 H-0377","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0377.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0377.jpg","highlight-export","3600","2403","121.96","72.31","28.44","1.697"
"541","541 H-0378","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0378.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0378.jpg","highlight-export","3600","2403","107.61","74.8","30.72","1.659"
"542","542 H-0379","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0379.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0379.jpg","highlight-export","3600","2403","82.89","77.37","22.28","1.651"
"543","543 H-0380","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0380.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0380.jpg","highlight-export","3600","2403","25.38","25.83","11.42","1.432"
"544","544 H-0381","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0381.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0381.jpg","highlight-export","3600","2403","35.05","40.7","22.63","2.129"
"545","545 H-0382","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0382.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0382.jpg","highlight-export","3600","2403","37.09","50.64","22.7","2.406"
"546","546 H-0384","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0384.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0384.jpg","highlight-export","3600","2403","34.79","33.73","19.34","2.231"
"547","547 H-0385","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0385.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0385.jpg","highlight-export","3600","2403","66.45","0","21.86","2.056"
"548","548 H-0386","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0386.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0386.jpg","highlight-export","3600","2403","61.81","0","21.62","1.976"
"549","549 H-0387","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0387.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0387.jpg","highlight-export","3600","2403","100.35","56.13","24.75","2.145"
"550","550 H-0388","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0388.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0388.jpg","highlight-export","3600","2403","90.59","69.05","35.58","2.594"
"551","551 H-0389","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0389.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0389.jpg","highlight-export","3600","2403","59.95","34.58","23.25","1.43"
"552","552 H-0390","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0390.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0390.jpg","highlight-export","3600","2400","106.55","60.15","33.71","1.272"
"553","553 H-0391","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0391.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0391.jpg","highlight-export","3600","2400","52.4","72.28","23.31","3.344"
"554","554 H-0392","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0392.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0392.jpg","highlight-export","3600","2400","46.92","67.33","21.53","3.248"
"555","555 H-0393","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0393.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0393.jpg","highlight-export","3600","2403","95.6","51.62","25.18","1.617"
"556","556 H-0395","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0395.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0395.jpg","highlight-export","3600","2403","61.82","37.4","19.15","1.651"
"557","557 H-0396","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0396.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0396.jpg","highlight-export","3600","2403","62.85","39.39","27.53","1.696"
"558","558 H-0397","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0397.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0397.jpg","highlight-export","2403","3600","60.03","0","18.79","0.704"
"559","559 H-0398","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0398.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0398.jpg","highlight-export","3600","2403","50.86","50.66","23.9","1.554"
"560","560 H-0399","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0399.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0399.jpg","highlight-export","3600","2400","104.31","62.24","32.31","1.307"
"561","561 H-0401","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0401.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0401.jpg","highlight-export","2403","3600","123.66","64.52","20.34","1.82"
"562","562 H-0402","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0402.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0402.jpg","highlight-export","3600","2403","65.35","31.96","23.7","1.54"
